7,12098454.5933007,0.840291520730566,0.203090137055842,13026046.9701851,31338,12
7,12098454.5933007,0.803904761136121,0.141621932123865,13026046.9701851,31338,12
7,12098454.5933007,0.69637883661483,0.139037365596224,13026046.9701851,31338,12
7,12152470.8262599,0.42247541286103,0.142189998894982,13082272.4559443,21006,8
7,12098454.5933007,0.47680006437728,0.103531803436733,13026046.9701851,31338,12
7,12098454.5933007,0.416428182543411,0.087697363485608,13026046.9701851,31338,12
7,11963331.1934194,0.336228332200553,0.136318272112144,12955968.4766417,18390,7
7,12098454.5933007,0.424583635076415,0.088837528104195,13026046.9701851,31338,12
7,12098454.5933007,0.418224976699437,0.08614007316478,13026046.9701851,31338,12
7,12098454.5933007,0.415134679489485,0.087394717009738,13026046.9701851,31338,12
