5,10244704.232163876,0.3041626585466373,0.22698196636642226,10244956.773947561,5121,0,2
5,10247939.363024503,0.2869454294621634,0.20643803850075024,10248233.140458014,5182,0,2
5,10246123.285779754,0.3164798802105037,0.23694087686922607,10246417.063213265,5136,0,2
5,10260587.939539786,0.2616931747931004,0.20330802473550041,10260881.716973297,5154,0,2
5,10243268.553242266,0.2776547586311224,0.2006397966766316,10243562.330675777,5168,0,2
5,10235041.203873485,0.2940655659674667,0.22252925571972607,10235293.745657172,5147,0,2
5,10253716.56789523,0.2675609355415994,0.19458445077141126,10254010.34532874,5178,0,2
5,10254341.805147728,0.30051957319413003,0.21919963304328524,10254635.582581239,5125,0,2
5,10240077.901090115,0.28709437628354256,0.20451544574940472,10240371.678523626,5145,0,2
4,10261944.505128372,0.3208953422305381,0.2635114073109192,10262776.8765308,5170,0,2
