5,10064204.15393821,0.28211923876635003,0.20849985439188054,10227876.298735572,7444,0,5
5,10107036.551356789,0.4057367250722988,0.2728644196730521,10309511.18652896,11873,0,8
5,10128422.972764606,0.35737855328169343,0.2541004692750155,10319054.634118449,10249,0,7
5,10074942.504768644,0.42090043997534343,0.31063502796977344,10294094.620852105,10335,0,7
5,10066196.726938441,0.3745279225692826,0.2584093527225519,10268288.346268544,8864,0,6
5,9954724.810313849,0.34235610568779523,0.22510422702775235,10100345.083228864,9032,0,6
5,9939431.307765981,0.3991759882321478,0.2712220512304662,10111499.288017876,10622,0,7
5,10095890.473917188,0.47253682381861534,0.37600399694250275,10261078.276053874,7390,0,5
5,10106441.03290262,0.4267680106679392,0.3517344448077751,10248622.212025467,7399,0,5
5,10060462.378189469,0.3520334134933849,0.2466378073669815,10253577.076249989,10369,0,7
