0,841723854.9772793,1152270
0,840464958.7593032,1221570
0,841781656.0459069,1152270
0,835395484.321156,1134770
0,843870343.6044062,1046220
0,839775793.1266052,1169700
0,840470772.8749905,1306620
0,840898632.9509444,1221570
0,841169985.7789079,1389920
0,843929993.9181352,1169700
0,850519420.8187257,1221570
0,841140435.4959279,1323420
0,840674252.9501876,1238720
0,843344059.6231967,1238720
0,841512922.6485971,1289750
0,850075914.8624083,1081850
0,838773351.6792989,1373400
0,844831631.7449529,1028300
0,840229074.5163655,1255800
0,844234388.4745066,1255800
0,846161500.7700739,1134770
0,839923451.3233563,1221570
0,845668236.3629369,1187060
0,846930243.6328648,1117200
0,838116082.9609294,1373400
